id_venta,id_modelo,id_concesionaria,id_fecha,precio_usd,unidades_vendidas,ingresos_usd,costo_produccion_usd,ganancia_usd,participacion_mercado_pct,discontinuar_modelo
499,1,1,495,33635,339,11402265,27000,2249265,14,no
500,5,2,496,30166,200,6033200,21500,1733200,3,no
501,3,1,497,13358,103,1375874,11000,242874,2,si
502,6,2,498,18801,136,2556936,12500,856936,12,no
503,3,1,499,14070,54,759780,11000,165780,9,si
504,9,2,500,45802,163,7465726,36000,1597726,8,no
505,4,2,501,26756,245,6555220,19000,1900220,13,no
506,6,2,502,18686,143,2672098,12500,884598,5,no
507,1,1,503,34760,251,8724760,27000,1947760,3,no
508,4,1,504,25877,268,6935036,19000,1843036,5,no
509,5,2,505,30118,204,6144072,21500,1758072,1,no
510,8,2,506,24326,240,5838240,20000,1038240,15,no
511,5,2,507,27408,270,7400160,21500,1595160,11,no
512,8,1,508,28464,174,4952736,20000,1472736,3,no
513,4,1,509,26189,216,5656824,19000,1552824,4,no
514,1,2,510,32765,219,7175535,27000,1262535,14,no
515,6,1,511,17354,208,3609632,12500,1009632,7,no
516,6,1,512,15446,133,2054318,12500,391818,7,si
517,2,1,513,22637,152,3440824,15500,1084824,5,no
518,2,2,514,21942,238,5222196,15500,1533196,5,no
519,4,2,515,25315,275,6961625,19000,1736625,10,no
520,4,1,516,24679,171,4220109,19000,971109,3,no
521,5,1,517,30486,225,6859350,21500,2021850,13,no
522,5,1,518,29400,207,6085800,21500,1635300,4,no
523,6,1,519,16746,198,3315708,12500,840708,14,no
524,3,2,520,13869,62,859878,11000,177878,10,si
525,1,1,521,37290,293,10925970,27000,3014970,13,no
526,3,2,522,13093,50,654650,11000,104650,9,si
527,3,1,523,14124,69,974556,11000,215556,7,si
528,4,2,524,26476,254,6724904,19000,1898904,6,no
529,1,1,525,34956,323,11290788,27000,2569788,5,no
530,1,2,526,34554,264,9122256,27000,1994256,13,no
531,9,1,527,51636,282,14561352,36000,4409352,7,no
532,5,1,528,27492,304,8357568,21500,1821568,6,no
533,1,1,529,37737,234,8830458,27000,2512458,12,no
534,2,2,530,19924,233,4642292,15500,1030792,4,no
535,8,2,531,26349,182,4795518,20000,1155518,8,no
536,9,1,532,47899,231,11064669,36000,2748669,9,no
537,2,2,533,22186,155,3438830,15500,1036330,15,no
538,7,2,534,38955,257,10011435,33000,1530435,12,no
539,1,1,535,32735,286,9362210,27000,1640210,2,no
540,9,2,536,50270,214,10757780,36000,3053780,12,no
541,1,1,537,36092,348,12560016,27000,3164016,10,no
542,6,1,538,17404,175,3045700,12500,858200,5,no
543,2,2,539,20202,207,4181814,15500,973314,7,no
544,1,2,540,35515,228,8097420,27000,1941420,3,no
545,2,1,541,19065,189,3603285,15500,673785,14,no
546,3,2,542,13729,95,1304255,11000,259255,9,si
547,2,2,543,21884,155,3392020,15500,989520,1,no
548,9,2,544,48402,288,13939776,36000,3571776,6,no
549,3,1,545,13371,116,1551036,11000,275036,15,si
550,9,1,546,51257,284,14556988,36000,4332988,9,no
551,5,1,547,29806,269,8017814,21500,2234314,14,no
552,2,2,548,20267,170,3445390,15500,810390,7,no
553,5,1,549,29465,238,7012670,21500,1895670,14,no
554,8,1,550,27032,198,5352336,20000,1392336,4,no
555,2,1,551,21935,137,3005095,15500,881595,5,no
556,2,2,552,19700,228,4491600,15500,957600,7,no
557,4,1,553,23720,151,3581720,19000,712720,5,no
558,1,2,554,32353,237,7667661,27000,1268661,10,no
559,9,2,555,46980,285,13389300,36000,3129300,2,no
560,4,1,556,24666,271,6684486,19000,1535486,6,no
561,8,2,557,24224,193,4675232,20000,815232,2,no
562,7,1,558,40471,192,7770432,33000,1434432,2,no
563,3,2,559,13411,114,1528854,11000,274854,15,si
564,5,1,560,29384,219,6435096,21500,1726596,9,no
565,5,2,561,28476,267,7603092,21500,1862592,14,no
566,8,2,562,28058,210,5892180,20000,1692180,8,no
567,1,1,563,32326,327,10570602,27000,1741602,2,no
568,7,1,564,44283,214,9476562,33000,2414562,2,no
569,7,2,565,42701,265,11315765,33000,2570765,15,no
570,4,1,566,25653,246,6310638,19000,1636638,12,no
571,8,1,567,24527,164,4022428,20000,742428,14,no
572,6,1,568,18728,195,3651960,12500,1214460,9,no
573,8,2,569,25077,194,4864938,20000,984938,4,no
574,4,1,570,23891,280,6689480,19000,1369480,9,no
575,8,1,571,25259,148,3738332,20000,778332,2,no
576,8,1,572,24080,172,4141760,20000,701760,6,no
577,2,2,573,22652,146,3307192,15500,1044192,12,no
578,2,1,574,22129,209,4624961,15500,1385461,6,no
579,3,1,575,14049,84,1180116,11000,256116,7,si
580,8,1,576,25019,199,4978781,20000,998781,11,no
581,9,1,577,42052,160,6728320,36000,968320,6,no
582,8,1,578,25989,147,3820383,20000,880383,7,no
583,2,2,579,21492,210,4513320,15500,1258320,2,no
584,1,1,580,32993,348,11481564,27000,2085564,11,no
585,6,2,581,18108,160,2897280,12500,897280,13,no
586,2,1,582,22820,233,5317060,15500,1705560,3,no
587,7,1,583,42921,242,10386882,33000,2400882,11,no
588,8,1,584,25991,172,4470452,20000,1030452,7,no
589,4,2,585,23061,234,5396274,19000,950274,10,no
590,2,1,586,20401,220,4488220,15500,1078220,10,no
591,8,2,587,25909,240,6218160,20000,1418160,2,no
592,3,1,588,13789,83,1144487,11000,231487,14,si
593,4,2,589,23740,206,4890440,19000,976440,12,no
594,2,2,590,20917,206,4308902,15500,1115902,10,no
595,7,1,591,44888,300,13466400,33000,3566400,10,no
596,4,2,592,27161,198,5377878,19000,1615878,8,no
597,8,2,593,27880,209,5826920,20000,1646920,10,no
598,8,1,594,25793,151,3894743,20000,874743,3,no
599,6,1,595,17882,206,3683692,12500,1108692,12,no
600,6,1,596,15220,134,2039480,12500,364480,12,si
601,4,1,597,25111,169,4243759,19000,1032759,14,no
602,9,2,598,46023,217,9986991,36000,2174991,10,no
603,5,2,599,27805,194,5394170,21500,1223170,3,no
604,4,2,600,27543,232,6389976,19000,1981976,14,no
605,9,1,601,44769,288,12893472,36000,2525472,1,no
606,4,2,602,26912,252,6781824,19000,1993824,8,no
607,6,1,603,18959,193,3659087,12500,1246587,1,no
608,4,2,604,26614,234,6227676,19000,1781676,1,no
609,5,1,605,28722,183,5256126,21500,1321626,5,no
610,9,2,606,49193,211,10379723,36000,2783723,10,no
611,1,2,607,37529,245,9194605,27000,2579605,15,no
612,1,1,608,34651,323,11192273,27000,2471273,15,no
613,8,1,609,25105,235,5899675,20000,1199675,2,no
614,3,1,610,13471,67,902557,11000,165557,6,si
615,4,1,388,23041,218,5022938,19000,880938,2,no
616,9,2,218,45472,287,13050464,36000,2718464,6,no
617,4,2,611,24291,224,5441184,19000,1185184,3,no
618,7,1,612,42875,272,11662000,33000,2686000,2,no
619,4,1,613,23587,267,6297729,19000,1224729,10,no
620,8,1,614,26862,239,6420018,20000,1640018,6,no
621,5,2,615,30056,237,7123272,21500,2027772,6,no
622,7,1,616,45355,236,10703780,33000,2915780,9,no
623,4,2,617,27265,185,5044025,19000,1529025,3,no
624,6,2,618,18315,214,3919410,12500,1244410,6,no
625,9,2,619,46878,286,13407108,36000,3111108,13,no
626,8,1,620,27339,211,5768529,20000,1548529,15,no
627,5,1,621,30926,214,6618164,21500,2017164,8,no
628,4,1,622,24900,259,6449100,19000,1528100,7,no
629,2,2,623,22557,193,4353501,15500,1362001,11,no
630,3,1,624,14281,109,1556629,11000,357629,7,si
631,3,1,625,15965,113,1804045,11000,561045,6,no
632,1,1,626,37121,248,9206008,27000,2510008,1,no
633,2,1,627,20464,192,3929088,15500,953088,15,no
634,9,2,628,50404,283,14264332,36000,4076332,10,no
635,2,2,629,20920,230,4811600,15500,1246600,1,no
636,9,2,630,43848,239,10479672,36000,1875672,14,no
637,5,1,631,27722,289,8011658,21500,1798158,8,no
638,4,1,632,26211,275,7208025,19000,1983025,8,no
639,6,2,633,18820,154,2898280,12500,973280,1,no
640,4,2,634,27892,170,4741640,19000,1511640,15,no
641,5,1,635,29776,320,9528320,21500,2648320,6,no
642,1,1,636,33490,218,7300820,27000,1414820,5,no
643,4,1,637,24564,221,5428644,19000,1229644,12,no
644,1,2,638,35898,333,11954034,27000,2963034,13,no
645,9,2,639,51775,283,14652325,36000,4464325,2,no
646,9,1,640,47646,174,8290404,36000,2026404,2,no
647,6,1,641,17457,211,3683427,12500,1045927,9,no
648,5,2,642,28486,290,8260940,21500,2025940,3,no
649,2,2,643,21776,201,4376976,15500,1261476,13,no
650,9,1,644,49770,274,13636980,36000,3772980,15,no
651,8,2,645,24936,171,4264056,20000,844056,4,no
652,3,1,646,13097,71,929887,11000,148887,9,si
653,8,2,647,25412,174,4421688,20000,941688,1,no
654,8,1,648,25003,257,6425771,20000,1285771,10,no
655,3,1,649,15856,75,1189200,11000,364200,14,si
656,1,1,650,35226,254,8947404,27000,2089404,7,no
657,1,2,185,34803,294,10232082,27000,2294082,11,no
658,5,1,651,28881,305,8808705,21500,2251205,14,no
659,1,1,652,32436,219,7103484,27000,1190484,9,no
660,1,1,653,32053,250,8013250,27000,1263250,6,no
661,6,1,654,18981,184,3492504,12500,1192504,5,no
662,7,2,655,38978,214,8341292,33000,1279292,1,no
663,7,1,656,43560,256,11151360,33000,2703360,12,no
664,2,1,657,22060,186,4103160,15500,1220160,1,no
665,2,1,658,22847,220,5026340,15500,1616340,15,no
666,7,2,659,42988,186,7995768,33000,1857768,11,no
667,6,1,660,16723,193,3227539,12500,815039,13,no
668,5,2,661,27498,192,5279616,21500,1151616,10,no
669,4,1,662,24650,251,6187150,19000,1418150,6,no
670,2,1,663,22193,219,4860267,15500,1465767,7,no
671,9,1,664,42007,189,7939323,36000,1135323,3,no
672,5,1,665,26514,252,6681528,21500,1263528,4,no
673,8,1,666,27960,162,4529520,20000,1289520,12,no
674,6,2,667,17230,154,2653420,12500,728420,15,no
675,4,1,620,25086,262,6572532,19000,1594532,5,no
676,1,2,668,35937,267,9595179,27000,2386179,1,no
677,3,2,669,15186,80,1214880,11000,334880,9,si
678,2,2,670,22978,136,3125008,15500,1017008,3,no
679,5,1,671,26840,248,6656320,21500,1324320,15,no
680,9,2,672,44894,206,9248164,36000,1832164,15,no
681,7,2,673,45901,266,12209666,33000,3431666,4,no
682,4,1,674,24812,273,6773676,19000,1586676,14,no
683,5,2,675,27513,275,7566075,21500,1653575,12,no
684,1,1,676,37472,347,13002784,27000,3633784,11,no
685,3,1,677,13043,60,782580,11000,122580,15,si
686,8,1,678,25180,153,3852540,20000,792540,9,no
687,7,1,679,40497,238,9638286,33000,1784286,3,no
688,9,2,680,46118,255,11760090,36000,2580090,13,no
689,1,1,681,32263,301,9711163,27000,1584163,7,no
690,9,2,682,50538,225,11371050,36000,3271050,15,no
691,6,1,683,16609,136,2258824,12500,558824,1,no
692,8,1,684,25163,198,4982274,20000,1022274,10,no
693,3,2,685,13525,86,1163150,11000,217150,15,si
694,4,1,686,24612,210,5168520,19000,1178520,10,no
695,6,1,687,15253,149,2272697,12500,410197,5,si
696,6,2,688,15974,173,2763502,12500,601002,8,no
697,5,2,689,29574,320,9463680,21500,2583680,1,no
698,9,2,690,48132,259,12466188,36000,3142188,14,no
699,6,2,691,16036,196,3143056,12500,693056,12,no
700,6,2,692,17013,204,3470652,12500,920652,13,no
701,2,1,693,19968,169,3374592,15500,755092,11,no
702,9,2,694,44062,217,9561454,36000,1749454,13,no
703,3,2,695,13798,71,979658,11000,198658,4,si
704,1,1,696,32201,305,9821305,27000,1586305,13,no
705,2,2,697,21120,238,5026560,15500,1337560,13,no
706,8,2,698,24619,165,4062135,20000,762135,3,no
707,2,2,699,21318,135,2877930,15500,785430,2,no
708,6,1,700,16901,201,3397101,12500,884601,13,no
709,5,1,701,28032,221,6195072,21500,1443572,12,no
710,4,1,702,27915,229,6392535,19000,2041535,8,no
711,8,1,703,27228,220,5990160,20000,1590160,9,no
712,3,1,704,13027,56,729512,11000,113512,4,si
713,5,1,705,30497,192,5855424,21500,1727424,12,no
714,2,1,706,22225,223,4956175,15500,1499675,7,no
715,6,1,707,18922,144,2724768,12500,924768,7,no
716,7,2,708,42063,181,7613403,33000,1640403,4,no
717,5,1,709,30545,319,9743855,21500,2885355,9,no
718,9,1,710,49420,211,10427620,36000,2831620,4,no
719,4,1,711,26873,177,4756521,19000,1393521,8,no
720,8,1,712,27360,250,6840000,20000,1840000,6,no
721,5,1,713,29028,257,7460196,21500,1934696,11,no
722,9,2,714,42636,265,11298540,36000,1758540,12,no
723,7,1,715,41330,183,7563390,33000,1524390,6,no
724,1,1,716,32746,287,9398102,27000,1649102,8,no
725,6,2,717,15945,200,3189000,12500,689000,6,no
726,4,2,718,23135,204,4719540,19000,843540,15,no
727,3,2,719,13584,120,1630080,11000,310080,10,si
728,8,1,720,28506,227,6470862,20000,1930862,10,no
729,4,1,721,25324,239,6052436,19000,1511436,14,no
730,3,2,722,13163,85,1118855,11000,183855,13,si
731,3,1,723,14871,91,1353261,11000,352261,5,si
732,7,1,724,44777,204,9134508,33000,2402508,13,no
733,9,2,725,50473,238,12012574,36000,3444574,13,no
734,9,1,726,49955,234,11689470,36000,3265470,12,no
735,9,2,727,45998,288,13247424,36000,2879424,5,no
736,1,1,728,32403,347,11243841,27000,1874841,15,no
737,8,2,729,27990,195,5458050,20000,1558050,13,no
738,3,2,730,15137,55,832535,11000,227535,6,si
739,1,2,731,33099,243,8043057,27000,1482057,1,no
740,9,1,732,45047,262,11802314,36000,2370314,13,no
741,8,2,733,28131,172,4838532,20000,1398532,1,no
742,2,2,734,19590,217,4251030,15500,887530,8,no
743,9,1,735,44873,246,11038758,36000,2182758,7,no
744,1,2,736,36661,215,7882115,27000,2077115,10,no
745,3,1,737,13784,65,895960,11000,180960,3,si
746,3,1,738,15027,50,751350,11000,201350,15,si
747,6,2,739,18254,163,2975402,12500,937902,3,no
748,9,2,740,45516,162,7373592,36000,1541592,15,no
749,4,2,741,24677,177,4367829,19000,1004829,1,no
750,4,1,742,24782,274,6790268,19000,1584268,10,no
751,9,1,743,51377,226,11611202,36000,3475202,4,no
752,8,1,744,28344,253,7171032,20000,2111032,6,no
753,5,2,745,28546,238,6793948,21500,1676948,2,no
754,1,1,746,34732,329,11426828,27000,2543828,6,no
755,9,2,747,49144,166,8157904,36000,2181904,8,no
756,5,2,748,30998,272,8431456,21500,2583456,6,no
757,8,2,749,28269,148,4183812,20000,1223812,2,no
758,8,2,750,28716,201,5771916,20000,1751916,2,no
759,3,1,751,15373,118,1814014,11000,516014,9,no
760,5,1,752,28968,225,6517800,21500,1680300,13,no
761,3,1,753,13052,86,1122472,11000,176472,12,si
762,8,2,685,28999,230,6669770,20000,2069770,5,no
763,5,2,754,26326,286,7529236,21500,1380236,9,no
764,2,2,755,22386,227,5081622,15500,1563122,5,no
765,7,1,756,39169,185,7246265,33000,1141265,2,no
766,1,2,757,32035,272,8713520,27000,1369520,4,no
767,4,2,758,27739,205,5686495,19000,1791495,10,no
768,6,2,759,17894,123,2200962,12500,663462,8,no
769,4,2,760,27451,230,6313730,19000,1943730,5,no
770,4,2,761,25844,245,6331780,19000,1676780,2,no
771,1,1,762,37298,324,12084552,27000,3336552,7,no
772,2,1,763,19475,168,3271800,15500,667800,4,no
773,9,2,764,49661,275,13656775,36000,3756775,13,no
774,8,2,765,25655,233,5977615,20000,1317615,12,no
775,9,1,766,47759,181,8644379,36000,2128379,3,no
776,2,1,767,20876,148,3089648,15500,795648,2,no
777,2,2,768,20175,210,4236750,15500,981750,10,no
778,6,1,769,16310,132,2152920,12500,502920,1,no
779,4,2,770,25776,190,4897440,19000,1287440,3,no
780,1,2,771,35926,226,8119276,27000,2017276,6,no
781,9,1,772,50270,211,10606970,36000,3010970,4,no
782,6,1,773,18464,165,3046560,12500,984060,2,no
783,4,1,774,24985,280,6995800,19000,1675800,3,no
784,3,1,775,15036,86,1293096,11000,347096,1,si
785,6,1,776,18808,131,2463848,12500,826348,12,no
786,1,1,777,36336,246,8938656,27000,2296656,6,no
787,7,1,778,44232,206,9111792,33000,2313792,5,no
788,6,1,779,18879,169,3190551,12500,1078051,12,no
789,5,2,780,29357,278,8161246,21500,2184246,13,no
790,5,2,781,29194,226,6597844,21500,1738844,9,no
791,2,2,782,19421,171,3320991,15500,670491,1,no
792,2,1,783,21058,158,3327164,15500,878164,6,no
793,7,1,784,41989,170,7138130,33000,1528130,11,no
794,7,1,785,45486,296,13463856,33000,3695856,4,no
795,2,1,786,22915,209,4789235,15500,1549735,7,no
796,8,1,787,28831,179,5160749,20000,1580749,3,no
797,2,1,788,21566,220,4744520,15500,1334520,2,no
798,5,1,789,28370,253,7177610,21500,1738110,2,no
799,4,1,790,27874,234,6522516,19000,2076516,5,no
800,1,2,791,32165,288,9263520,27000,1487520,8,no
801,2,2,792,19108,228,4356624,15500,822624,3,no
802,9,2,793,44926,164,7367864,36000,1463864,2,no
803,7,1,794,43669,199,8690131,33000,2123131,12,no
804,2,2,795,19032,146,2778672,15500,515672,9,no
805,3,1,796,13910,94,1307540,11000,273540,1,si
806,5,1,797,29514,279,8234406,21500,2235906,13,no
807,4,2,798,24257,174,4220718,19000,914718,8,no
808,2,2,799,21480,142,3050160,15500,849160,6,no
809,6,1,800,18260,123,2245980,12500,708480,1,no
810,3,1,801,14836,56,830816,11000,214816,2,si
811,2,2,802,22213,185,4109405,15500,1241905,12,no
812,8,1,803,27308,221,6035068,20000,1615068,12,no
813,7,1,804,41799,188,7858212,33000,1654212,11,no
814,9,2,805,51090,204,10422360,36000,3078360,9,no
815,2,2,806,22902,190,4351380,15500,1406380,14,no
816,9,1,807,44069,270,11898630,36000,2178630,15,no
817,3,2,808,14524,94,1365256,11000,331256,4,si
818,7,2,809,39475,206,8131850,33000,1333850,8,no
819,9,1,810,43608,234,10204272,36000,1780272,13,no
820,9,2,811,44609,248,11063032,36000,2135032,8,no
821,6,1,812,18808,215,4043720,12500,1356220,13,no
822,1,1,813,34852,200,6970400,27000,1570400,7,no
823,1,1,814,37946,267,10131582,27000,2922582,3,no
824,3,1,815,14811,92,1362612,11000,350612,7,si
825,8,1,816,26301,244,6417444,20000,1537444,12,no
826,3,1,817,14047,106,1488982,11000,322982,14,si
827,1,1,818,32958,293,9656694,27000,1745694,6,no
828,7,2,819,41625,297,12362625,33000,2561625,7,no
829,9,2,820,48997,278,13621166,36000,3613166,3,no
830,2,2,821,19499,234,4562766,15500,935766,8,no
831,3,1,822,15233,84,1279572,11000,355572,11,si
832,3,2,823,14530,113,1641890,11000,398890,5,si
833,3,2,824,14383,113,1625279,11000,382279,15,si
834,9,2,825,43186,196,8464456,36000,1408456,4,no
835,2,2,826,20286,181,3671766,15500,866266,14,no
836,1,1,827,34192,349,11933008,27000,2510008,10,no
837,6,2,828,18814,167,3141938,12500,1054438,7,no
838,4,1,829,24334,236,5742824,19000,1258824,5,no
839,6,1,830,18847,185,3486695,12500,1174195,4,no
840,5,2,831,27479,189,5193531,21500,1130031,9,no
841,3,2,832,15726,61,959286,11000,288286,5,si
842,1,2,833,37618,270,10156860,27000,2866860,1,no
843,1,2,834,37244,211,7858484,27000,2161484,3,no
844,5,2,835,26195,266,6967870,21500,1248870,5,no
845,5,1,836,29403,270,7938810,21500,2133810,8,no
846,2,2,837,21455,134,2874970,15500,797970,13,no
847,7,1,838,39888,277,11048976,33000,1907976,6,no
848,3,1,839,14961,100,1496100,11000,396100,5,si
849,6,2,840,18850,218,4109300,12500,1384300,6,no
850,4,2,841,27180,203,5517540,19000,1660540,12,no
851,4,2,842,25520,199,5078480,19000,1297480,6,no
852,6,2,843,15002,215,3225430,12500,537930,8,no
853,9,1,844,48133,191,9193403,36000,2317403,7,no
854,2,2,845,20183,234,4722822,15500,1095822,15,no
855,5,2,846,28245,214,6044430,21500,1443430,10,no
856,1,1,847,35932,242,8695544,27000,2161544,13,no
857,8,2,848,25017,250,6254250,20000,1254250,14,no
858,8,1,849,27577,162,4467474,20000,1227474,2,no
859,9,1,850,46760,284,13279840,36000,3055840,15,no
860,9,1,851,44306,183,8107998,36000,1519998,7,no
861,5,2,852,26620,284,7560080,21500,1454080,13,no
862,3,2,853,13290,78,1036620,11000,178620,7,si
863,3,2,854,15803,78,1232634,11000,374634,10,si
864,1,1,855,36311,286,10384946,27000,2662946,14,no
865,3,2,856,13496,61,823256,11000,152256,13,si
866,1,2,857,36224,243,8802432,27000,2241432,4,no
867,8,2,858,26385,223,5883855,20000,1423855,6,no
868,1,2,859,37113,288,10688544,27000,2912544,12,no
869,4,2,860,25670,276,7084920,19000,1840920,8,no
870,5,1,861,28143,200,5628600,21500,1328600,3,no
871,3,2,862,13466,100,1346600,11000,246600,14,si
872,4,2,863,27873,233,6494409,19000,2067409,4,no
873,6,2,864,16120,159,2563080,12500,575580,6,no
874,6,1,865,16410,214,3511740,12500,836740,9,no
875,7,2,866,39544,247,9767368,33000,1616368,7,no
876,8,2,867,26241,208,5458128,20000,1298128,8,no
877,2,1,868,21845,130,2839850,15500,824850,11,no
878,4,2,869,24088,269,6479672,19000,1368672,8,no
879,1,1,870,34988,268,9376784,27000,2140784,7,no
880,1,2,871,34706,237,8225322,27000,1826322,6,no
881,3,1,872,15984,55,879120,11000,274120,15,si
882,2,1,873,21112,166,3504592,15500,931592,2,no
883,3,1,874,15709,70,1099630,11000,329630,15,si
884,8,1,875,24126,174,4197924,20000,717924,15,no
885,3,2,876,15760,105,1654800,11000,499800,3,si
886,6,2,877,15500,174,2697000,12500,522000,12,no
887,2,2,878,19760,214,4228640,15500,911640,5,no
888,3,1,879,14795,112,1657040,11000,425040,11,si
889,1,2,880,37370,330,12332100,27000,3422100,6,no
890,9,2,881,49843,240,11962320,36000,3322320,14,no
891,3,1,882,15834,65,1029210,11000,314210,15,si
892,1,1,883,32885,246,8089710,27000,1447710,15,no
893,5,1,884,30439,307,9344773,21500,2744273,8,no
894,1,1,885,34113,312,10643256,27000,2219256,15,no
895,1,2,886,34561,309,10679349,27000,2336349,5,no
896,5,2,887,27471,231,6345801,21500,1379301,10,no
897,7,2,888,39327,222,8730594,33000,1404594,10,no
898,3,1,889,14125,80,1130000,11000,250000,6,si
899,2,2,890,19331,212,4098172,15500,812172,3,no
900,4,2,891,25054,217,5436718,19000,1313718,6,no
901,6,1,892,15945,178,2838210,12500,613210,3,no
902,1,1,893,32761,294,9631734,27000,1693734,13,no
903,2,1,894,22590,182,4111380,15500,1290380,9,no
904,9,1,895,48771,289,14094819,36000,3690819,5,no
905,2,2,896,22289,231,5148759,15500,1568259,11,no
906,2,1,897,19716,201,3962916,15500,847416,4,no
907,9,1,898,48588,275,13361700,36000,3461700,3,no
908,4,1,899,23335,186,4340310,19000,806310,11,no
909,7,2,691,40817,174,7102158,33000,1360158,1,no
910,3,2,900,14307,57,815499,11000,188499,6,si
911,8,1,901,26934,193,5198262,20000,1338262,1,no
912,1,1,902,37250,299,11137750,27000,3064750,3,no
913,4,2,903,26608,157,4177456,19000,1194456,2,no
914,9,2,904,45486,168,7641648,36000,1593648,9,no
915,5,1,905,29760,317,9433920,21500,2618420,7,no
916,6,1,523,15986,179,2861494,12500,623994,4,no
917,7,1,906,45969,261,11997909,33000,3384909,1,no
918,3,2,907,13089,78,1020942,11000,162942,3,si
919,2,2,908,19497,210,4094370,15500,839370,5,no
920,8,1,909,24340,191,4648940,20000,828940,9,no
921,7,1,910,41282,262,10815884,33000,2169884,9,no
922,6,1,911,16399,149,2443451,12500,580951,1,no
923,8,1,912,25286,163,4121618,20000,861618,4,no
924,7,2,913,40043,283,11332169,33000,1993169,2,no
925,9,2,914,45023,233,10490359,36000,2102359,7,no
926,8,1,915,26345,175,4610375,20000,1110375,15,no
927,2,1,916,22098,229,5060442,15500,1510942,6,no
928,8,1,917,24697,213,5260461,20000,1000461,7,no
929,6,2,918,15246,215,3277890,12500,590390,12,no
930,5,2,919,26362,217,5720554,21500,1055054,7,no
931,8,2,920,27198,242,6581916,20000,1741916,11,no
932,6,2,921,17260,185,3193100,12500,880600,7,no
933,4,1,922,25074,176,4413024,19000,1069024,15,no
934,8,1,923,26258,251,6590758,20000,1570758,1,no
935,3,1,924,13702,100,1370200,11000,270200,2,si
936,4,2,925,27404,247,6768788,19000,2075788,6,no
937,2,2,926,21583,188,4057604,15500,1143604,11,no
938,6,2,927,15892,175,2781100,12500,593600,12,no
939,8,2,928,28579,189,5401431,20000,1621431,3,no
940,1,1,929,33205,201,6674205,27000,1247205,15,no
941,2,1,930,20203,168,3394104,15500,790104,14,no
942,6,2,931,18518,151,2796218,12500,908718,1,no
943,2,1,932,19219,225,4324275,15500,836775,7,no
944,1,1,933,34927,285,9954195,27000,2259195,14,no
945,2,1,934,22370,134,2997580,15500,920580,5,no
946,1,1,935,36609,220,8053980,27000,2113980,10,no
947,6,2,936,15056,195,2935920,12500,498420,12,si
948,3,1,937,13284,73,969732,11000,166732,7,si
949,7,1,938,39239,202,7926278,33000,1260278,15,no
950,8,1,939,27335,229,6259715,20000,1679715,14,no
951,6,1,940,15071,214,3225194,12500,550194,15,no
952,2,1,941,20131,141,2838471,15500,652971,13,no
953,8,1,942,27321,227,6201867,20000,1661867,1,no
954,5,1,943,27315,233,6364395,21500,1354895,14,no
955,7,2,944,43042,277,11922634,33000,2781634,1,no
956,5,2,945,26496,198,5246208,21500,989208,10,no
957,4,2,946,26537,168,4458216,19000,1266216,14,no
958,4,1,947,27550,178,4903900,19000,1521900,15,no
959,4,2,948,27809,189,5255901,19000,1664901,13,no
960,6,2,949,18855,149,2809395,12500,946895,15,no
961,5,1,950,27007,241,6508687,21500,1327187,11,no
962,1,2,951,36377,350,12731950,27000,3281950,8,no
963,7,1,952,42679,237,10114923,33000,2293923,12,no
964,1,2,953,35507,322,11433254,27000,2739254,6,no
965,7,2,954,43666,233,10174178,33000,2485178,7,no
966,5,2,139,27474,256,7033344,21500,1529344,5,no
967,1,1,955,35342,260,9188920,27000,2168920,3,no
968,1,1,956,33525,243,8146575,27000,1585575,3,no
969,3,2,957,15621,120,1874520,11000,554520,13,no
970,1,1,958,34405,324,11147220,27000,2399220,1,no
971,9,2,959,42944,177,7601088,36000,1229088,4,no
972,2,2,960,19000,182,3458000,15500,637000,11,no
973,8,1,961,24065,189,4548285,20000,768285,9,no
974,3,2,962,14241,62,882942,11000,200942,8,si
975,9,1,963,47508,239,11354412,36000,2750412,2,no
976,5,1,964,27358,206,5635748,21500,1206748,2,no
977,7,2,965,44830,247,11073010,33000,2922010,13,no
978,7,1,966,42072,243,10223496,33000,2204496,2,no
979,7,1,967,44375,293,13001875,33000,3332875,4,no
980,1,2,968,32159,242,7782478,27000,1248478,15,no
981,7,2,969,42374,229,9703646,33000,2146646,9,no
982,6,2,970,15056,210,3161760,12500,536760,5,no
983,4,1,971,23890,233,5566370,19000,1139370,7,no
984,1,2,972,33897,258,8745426,27000,1779426,15,no
985,5,2,973,26709,257,6864213,21500,1338713,4,no
986,6,2,974,17498,124,2169752,12500,619752,12,no
987,3,2,975,15091,66,996006,11000,270006,14,si
988,6,1,976,18647,215,4009105,12500,1321605,6,no
989,2,2,657,20930,161,3369730,15500,874230,12,no
990,1,2,977,37793,252,9523836,27000,2719836,4,no
991,9,2,978,46438,215,9984170,36000,2244170,15,no
992,9,2,979,50855,262,13324010,36000,3892010,6,no
993,7,1,980,41570,273,11348610,33000,2339610,13,no
994,6,2,981,15107,187,2825009,12500,487509,1,si
995,6,1,982,18872,150,2830800,12500,955800,15,no
996,8,1,983,26608,161,4283888,20000,1063888,9,no
997,7,2,984,41808,275,11497200,33000,2422200,2,no
998,1,2,985,35908,267,9587436,27000,2378436,5,no
999,6,2,986,16804,143,2402972,12500,615472,2,no
1000,1,2,987,36056,310,11177360,27000,2807360,11,no
