id_fecha,fecha,año,trimestre
932,21/03/2025,2023,q1
933,14/10/2023,2022,q3
934,18/05/2025,2025,q2
935,06/09/2025,2025,q3
936,08/01/2024,2024,q3
937,14/07/2025,2022,q4
938,17/10/2023,2021,q2
939,24/09/2023,2025,q4
940,02/07/2023,2025,q2
941,27/03/2024,2022,q1
942,27/05/2024,2025,q3
943,10/04/2024,2025,q4
944,10/08/2021,2021,q4
945,08/09/2024,2022,q4
946,12/07/2022,2023,q2
947,15/07/2025,2024,q1
948,06/05/2022,2022,q4
949,18/05/2022,2024,q4
950,11/02/2021,2023,q3
951,15/12/2022,2023,q4
952,08/08/2021,2025,q2
953,22/09/2024,2023,q2
954,12/03/2023,2022,q4
955,19/11/2022,2021,q3
956,28/02/2021,2025,q2
957,21/01/2022,2022,q3
958,07/01/2024,2023,q4
959,15/11/2024,2022,q2
960,06/07/2023,2025,q2
961,25/02/2022,2023,q3
962,01/02/2021,2021,q2
963,09/01/2025,2024,q4
964,03/04/2023,2025,q1
965,18/10/2024,2023,q4
966,11/09/2025,2023,q4
967,24/01/2024,2023,q1
968,16/10/2023,2021,q3
969,10/05/2022,2021,q1
970,23/07/2022,2024,q4
971,23/11/2022,2025,q1
972,29/03/2023,2021,q1
973,05/01/2022,2021,q4
974,11/02/2023,2021,q1
975,05/06/2024,2025,q3
976,12/12/2023,2022,q2
977,12/02/2021,2025,q4
978,20/04/2024,2024,q3
979,28/01/2021,2024,q4
980,16/02/2021,2022,q1
981,19/06/2024,2025,q2
982,10/11/2021,2024,q3
983,16/08/2024,2021,q3
984,22/10/2024,2025,q3
985,07/06/2025,2022,q2
986,19/07/2025,2022,q1
987,20/03/2025,2023,q1
